Row.names,satisfaction,Gender,Customer.Type,Age,Type.of.Travel,Class,Flight.Distance,Inflight.wifi.service,Departure.Arrival.time.convenient,Ease.of.Online.booking,Gate.location,Food.and.drink,Online.boarding,Seat.comfort,Inflight.entertainment,On.board.service,Leg.room.service,Baggage.handling,Checkin.service,Inflight.service,Cleanliness,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,cluster
25181,0,1,disloyal Customer,16,Business travel,Eco,643,2,1,2,3,4,2,4,4,1,5,4,4,4,4,20,10,4
25182,0,1,disloyal Customer,36,Business travel,Eco,956,1,1,1,2,1,1,1,1,5,1,2,5,4,1,20,2,4
25184,0,0,disloyal Customer,35,Business travel,Eco,507,1,1,1,3,5,1,5,5,4,2,3,2,3,5,0,0,2
25188,1,0,disloyal Customer,21,Business travel,Business,666,4,4,4,1,2,4,2,2,4,5,5,3,4,2,0,23,4
25192,0,1,disloyal Customer,24,Business travel,Eco,566,4,1,4,2,5,4,5,5,4,2,3,3,3,5,0,0,4
25201,0,1,disloyal Customer,66,Business travel,Eco,536,1,4,1,4,1,1,1,1,4,3,5,5,3,1,0,0,4
25227,0,0,disloyal Customer,23,Business travel,Eco,948,1,1,1,3,3,1,3,3,4,1,3,2,3,3,5,7,4
25228,1,1,disloyal Customer,61,Business travel,Business,323,4,4,4,4,4,3,3,3,5,4,4,3,4,3,185,176,2
25229,0,1,disloyal Customer,44,Business travel,Business,314,2,2,2,2,2,2,1,2,3,2,5,3,5,2,6,3,2
25232,1,1,disloyal Customer,23,Business travel,Eco,666,5,0,4,1,4,4,4,4,5,4,5,5,4,4,3,0,4
25233,0,1,disloyal Customer,24,Business travel,Eco,481,3,3,4,3,2,4,2,2,4,3,4,2,3,2,10,0,2
25234,0,0,disloyal Customer,28,Business travel,Eco,763,2,2,2,4,1,2,1,1,2,4,3,4,3,1,2,0,4
25236,0,1,disloyal Customer,38,Business travel,Eco,296,3,0,3,4,2,3,3,2,5,1,3,5,4,2,0,0,2
25241,0,1,disloyal Customer,50,Business travel,Eco,109,2,0,2,3,5,2,1,5,5,5,2,1,1,5,0,1,2
25243,1,0,disloyal Customer,20,Business travel,Business,236,0,0,0,3,1,0,1,1,4,3,4,4,5,1,6,0,2
25256,0,0,disloyal Customer,36,Business travel,Eco,813,3,3,3,4,3,3,3,3,1,4,3,4,3,3,0,6,4
25264,1,1,disloyal Customer,28,Business travel,Business,1129,4,3,3,3,1,3,1,1,4,3,4,3,5,1,0,0,1
25265,1,1,disloyal Customer,24,Business travel,Business,293,5,0,5,3,4,5,4,4,5,4,4,3,4,4,0,0,2
25273,0,1,disloyal Customer,22,Business travel,Eco,236,1,1,1,3,4,1,4,4,2,5,2,4,3,4,18,4,2
25276,0,0,disloyal Customer,39,Business travel,Business,361,1,1,1,3,1,1,1,1,5,3,4,3,4,1,0,6,2
25280,1,1,disloyal Customer,24,Business travel,Business,697,4,5,4,1,1,4,1,1,4,2,4,3,5,1,0,6,4
25284,0,0,disloyal Customer,18,Business travel,Eco,2519,2,2,2,4,5,2,5,5,1,5,3,4,4,5,3,0,3
25286,0,0,disloyal Customer,52,Business travel,Eco,867,2,2,2,2,2,2,2,2,1,4,3,2,3,2,0,0,4
25291,1,1,disloyal Customer,22,Business travel,Business,258,4,0,4,3,4,3,3,3,3,5,4,3,5,3,170,210,2
25295,1,0,disloyal Customer,19,Business travel,Business,1605,4,4,4,5,1,4,1,1,5,5,5,3,4,1,5,0,1
25303,0,0,disloyal Customer,27,Business travel,Eco,184,3,1,3,3,5,3,1,5,3,1,4,4,4,5,0,0,2
25307,0,1,disloyal Customer,36,Business travel,Business,761,2,1,1,4,4,1,4,4,4,4,5,5,5,4,0,1,4
25308,0,1,disloyal Customer,22,Business travel,Eco,334,1,4,1,3,3,1,3,3,4,4,4,3,4,3,0,0,2
25310,0,0,disloyal Customer,26,Business travel,Eco,945,2,2,2,3,5,2,5,5,1,2,3,2,3,5,29,24,4
25312,1,1,disloyal Customer,25,Business travel,Business,489,4,4,4,4,2,4,2,2,5,2,4,5,4,2,0,0,2
25318,0,1,disloyal Customer,25,Business travel,Business,516,3,0,3,4,5,3,5,5,5,4,5,3,5,5,44,49,4
25321,1,1,disloyal Customer,49,Business travel,Eco,771,5,5,5,3,3,5,1,3,5,2,5,1,4,3,54,34,4
25325,0,0,disloyal Customer,25,Business travel,Eco,67,3,0,2,4,4,2,4,4,2,3,5,4,1,4,0,1,2
25326,1,0,disloyal Customer,51,Business travel,Eco,508,4,2,3,4,3,3,3,3,1,2,5,2,1,3,4,0,2
25328,1,1,disloyal Customer,23,Business travel,Eco,488,4,5,4,4,5,4,5,5,2,5,1,4,3,5,15,10,2
25345,0,1,disloyal Customer,39,Business travel,Eco,240,2,3,2,3,2,3,3,4,1,4,4,3,4,3,148,128,2
25346,0,0,disloyal Customer,39,Business travel,Business,177,1,1,1,4,1,1,1,1,4,1,2,5,3,1,0,0,2
25348,0,0,disloyal Customer,27,Business travel,Business,214,2,2,2,2,3,2,3,3,4,4,4,4,4,3,0,3,2
25350,0,0,disloyal Customer,27,Business travel,Business,862,2,2,2,3,3,2,3,3,4,5,5,4,5,3,10,2,4
25354,0,0,disloyal Customer,30,Business travel,Business,948,3,3,3,4,1,3,1,1,3,2,5,4,4,1,4,0,4
25362,1,0,disloyal Customer,23,Business travel,Eco,852,5,5,5,4,3,5,5,3,3,3,4,5,4,3,0,0,4
25365,0,1,disloyal Customer,24,Business travel,Eco,449,1,3,1,4,3,1,3,3,3,4,3,1,3,3,24,28,2
25369,0,0,disloyal Customer,26,Business travel,Eco Plus,2583,2,2,2,4,2,2,5,2,3,5,3,4,4,2,0,0,3
25386,0,1,disloyal Customer,59,Business travel,Eco,429,2,2,2,2,3,2,3,3,1,3,3,3,2,3,19,14,2
25392,0,1,disloyal Customer,23,Business travel,Eco,813,3,3,3,3,3,3,3,3,5,2,4,4,4,3,2,9,4
25396,1,0,disloyal Customer,23,Business travel,Business,442,5,0,5,1,1,5,1,1,4,3,4,4,5,1,15,8,2
25409,0,1,disloyal Customer,58,Business travel,Eco,442,1,1,1,4,4,1,4,4,2,5,4,1,4,4,44,43,2
25410,0,1,disloyal Customer,22,Business travel,Eco,1050,1,1,1,2,4,1,4,4,2,3,1,4,5,4,0,32,1
25412,0,0,disloyal Customer,25,Business travel,Business,502,3,5,3,4,1,3,1,1,4,4,5,3,4,1,22,58,2
25413,0,1,disloyal Customer,39,Business travel,Business,222,1,1,1,1,2,1,2,2,5,2,2,1,2,2,0,0,2
25420,0,1,disloyal Customer,7,Business travel,Eco,862,3,3,3,3,4,3,4,4,3,2,4,2,4,4,0,9,4
25428,1,1,disloyal Customer,25,Business travel,Eco,338,5,5,5,3,4,5,1,4,3,5,2,2,4,4,0,0,2
25430,0,0,disloyal Customer,37,Business travel,Business,296,3,3,3,4,3,3,2,3,4,4,4,3,5,3,23,16,2
25458,0,1,disloyal Customer,42,Business travel,Business,224,3,3,3,1,4,3,4,4,3,1,4,3,1,4,60,55,2
25470,1,1,disloyal Customer,27,Business travel,Business,1359,4,4,4,3,4,4,4,4,5,2,5,5,5,4,0,0,1
25471,0,1,disloyal Customer,34,Business travel,Business,944,2,2,2,2,4,2,4,4,4,4,5,3,4,4,0,0,4
25476,0,0,disloyal Customer,21,Business travel,Eco,350,1,3,1,3,4,1,4,4,1,4,3,1,4,4,18,10,2
25477,0,0,disloyal Customer,21,Business travel,Eco,1416,1,1,1,3,2,1,2,2,2,4,5,3,4,2,16,5,1
25480,1,0,disloyal Customer,20,Business travel,Eco,486,4,0,4,5,3,4,3,3,5,2,4,5,5,3,3,18,2
25489,0,0,disloyal Customer,63,Business travel,Business,236,2,2,2,3,2,2,2,2,5,3,5,4,4,2,34,30,2
25500,0,1,disloyal Customer,26,Business travel,Eco,588,4,4,4,4,5,4,2,5,5,5,5,5,1,5,0,0,4
25502,0,1,disloyal Customer,35,Business travel,Eco,1049,3,3,3,3,2,3,5,2,3,5,2,1,3,2,0,0,1
25510,0,0,disloyal Customer,20,Business travel,Eco,630,4,0,4,2,4,4,4,4,4,5,5,4,4,4,0,0,4
25512,0,1,disloyal Customer,33,Business travel,Business,630,3,3,3,2,2,3,2,2,4,3,5,3,4,2,0,0,4
25513,1,0,disloyal Customer,10,Business travel,Eco,2417,2,2,2,3,4,2,4,4,3,4,5,4,4,4,0,0,3
25515,0,1,disloyal Customer,35,Business travel,Business,630,2,2,2,3,5,2,5,5,3,3,3,3,3,5,2,1,4
25518,0,0,disloyal Customer,37,Business travel,Eco,153,3,1,3,4,4,3,4,4,1,4,3,4,4,4,0,0,2
25522,1,1,disloyal Customer,38,Business travel,Business,353,4,3,3,1,2,3,2,2,4,5,4,5,4,2,4,4,2
25529,0,1,disloyal Customer,26,Business travel,Eco,462,2,5,2,1,3,2,1,3,5,3,4,4,3,3,0,0,2
25537,0,1,disloyal Customer,22,Business travel,Eco,680,4,4,4,3,2,4,5,2,1,1,4,3,4,2,54,18,4
25550,0,0,disloyal Customer,35,Business travel,Eco,507,4,2,4,3,3,4,3,3,4,5,4,3,3,3,0,0,2
25551,0,0,disloyal Customer,42,Business travel,Eco,414,3,2,3,4,3,3,3,3,3,2,3,3,4,3,8,0,2
25556,0,0,disloyal Customer,48,Business travel,Business,936,1,1,1,5,2,1,2,2,4,3,5,3,5,2,0,0,4
25568,0,1,disloyal Customer,24,Business travel,Eco,430,4,5,4,3,1,4,1,1,1,3,4,3,5,1,0,0,2
25578,0,1,disloyal Customer,7,Business travel,Eco,630,3,2,2,4,2,2,2,2,2,1,4,2,4,2,38,32,4
25596,0,1,disloyal Customer,25,Business travel,Eco,1303,4,4,4,3,5,4,5,5,3,2,3,4,3,5,3,6,1
25602,0,0,disloyal Customer,28,Business travel,Business,1096,2,2,2,3,2,2,2,2,5,2,5,5,5,2,15,0,1
25605,0,0,disloyal Customer,21,Business travel,Business,373,3,2,3,4,2,3,2,2,1,3,3,2,4,2,0,0,2
25619,0,1,disloyal Customer,41,Business travel,Business,1984,3,3,3,3,2,3,2,2,3,4,5,3,5,2,0,0,3
25623,1,0,disloyal Customer,24,Business travel,Eco,1171,4,4,4,2,1,4,1,1,3,2,5,5,4,1,23,0,1
25627,0,1,disloyal Customer,31,Business travel,Eco,1201,2,2,2,2,2,2,2,2,4,1,3,2,4,2,4,0,1
25631,0,0,disloyal Customer,37,Business travel,Business,1192,3,3,3,2,4,3,4,4,3,3,5,5,4,4,10,3,1
25640,0,1,disloyal Customer,22,Business travel,Eco,846,3,3,3,2,1,3,1,1,4,3,2,4,3,1,0,11,4
25641,0,1,disloyal Customer,22,Business travel,Eco,1297,1,1,1,1,2,1,2,2,3,2,4,3,4,2,5,19,1
25656,0,0,disloyal Customer,29,Business travel,Eco Plus,1379,2,2,2,4,2,2,2,2,1,3,3,3,4,2,2,0,1
25664,1,1,disloyal Customer,23,Business travel,Eco,641,0,0,0,2,1,0,1,1,4,3,3,3,3,1,0,3,4
25665,1,1,disloyal Customer,25,Business travel,Business,685,0,5,0,1,2,5,2,2,3,4,5,4,5,2,0,0,4
25670,0,0,disloyal Customer,27,Business travel,Eco,143,3,5,3,4,3,3,3,3,5,1,1,4,2,3,8,0,2
25671,0,0,disloyal Customer,37,Business travel,Eco Plus,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0,2
25687,1,0,disloyal Customer,38,Business travel,Business,530,5,5,5,3,5,5,5,5,5,5,4,3,5,5,0,0,4
25704,0,1,disloyal Customer,17,Business travel,Eco,925,4,4,4,3,4,4,5,4,3,2,4,5,5,4,14,20,4
25708,0,0,disloyal Customer,32,Business travel,Business,764,2,2,2,3,4,2,4,4,5,3,4,3,5,4,14,15,4
25718,1,0,disloyal Customer,21,Business travel,Eco,1339,5,5,5,1,5,5,5,5,5,4,4,1,1,5,0,0,1
25719,0,1,disloyal Customer,19,Business travel,Eco,364,1,4,0,1,3,0,2,3,5,3,5,4,4,3,0,3,2
25724,0,1,disloyal Customer,36,Business travel,Business,236,2,2,2,2,3,2,3,3,4,2,4,4,4,3,0,0,2
25726,0,1,disloyal Customer,33,Business travel,Eco,599,2,0,2,1,4,2,5,4,3,1,1,3,2,4,0,0,4
25732,0,1,disloyal Customer,27,Business travel,Business,197,2,3,3,5,4,3,4,4,4,5,4,3,4,4,13,9,2
25733,0,1,disloyal Customer,25,Business travel,Eco,315,2,0,2,5,5,2,5,5,4,3,3,1,2,5,0,15,2
25740,0,0,disloyal Customer,37,Business travel,Business,328,2,2,2,2,5,2,5,5,4,5,4,4,5,5,0,0,2
25743,1,0,disloyal Customer,21,Business travel,Business,1303,5,0,5,4,2,5,2,2,3,2,4,3,5,2,16,0,1
25748,0,0,disloyal Customer,46,Business travel,Business,413,2,2,2,3,2,2,2,2,2,3,3,1,3,2,0,0,2
25762,0,1,disloyal Customer,21,Business travel,Eco,109,2,0,1,2,2,1,2,2,2,3,3,4,1,2,12,8,2
25764,0,0,disloyal Customer,39,Business travel,Business,377,4,4,4,3,3,4,3,3,4,5,4,1,4,3,34,33,2
25770,0,1,disloyal Customer,40,Business travel,Eco,954,2,2,2,3,1,2,1,1,3,1,1,4,4,1,0,0,4
25778,0,1,disloyal Customer,21,Business travel,Eco,355,1,2,1,4,1,1,1,1,1,2,3,1,3,1,0,13,2
25784,0,1,disloyal Customer,26,Business travel,Business,1222,2,2,2,2,2,2,2,2,5,4,4,3,4,2,0,0,1
25785,0,1,disloyal Customer,8,Business travel,Eco,2446,2,2,2,2,3,2,3,3,3,2,2,2,3,3,0,0,3
25788,0,1,disloyal Customer,21,Business travel,Eco,584,2,4,2,4,3,2,3,3,3,5,4,3,4,3,0,0,4
25799,1,1,disloyal Customer,39,Business travel,Eco,181,0,0,0,1,4,0,4,4,2,4,2,3,2,4,0,0,2
25802,0,1,disloyal Customer,21,Business travel,Eco,944,1,1,1,3,5,1,5,5,1,2,2,4,1,5,0,0,4
25817,0,1,disloyal Customer,19,Business travel,Eco,1304,3,3,3,4,3,2,1,2,4,4,4,1,1,1,0,18,1
25822,0,0,disloyal Customer,29,Business travel,Eco,748,2,2,2,4,4,2,4,4,3,3,4,2,4,4,35,35,4
25823,1,1,disloyal Customer,26,Business travel,Business,644,4,4,4,2,1,4,1,1,5,4,4,3,4,1,0,0,4
25824,0,0,disloyal Customer,29,Business travel,Eco,1144,2,2,2,3,1,2,1,1,2,3,3,4,3,1,9,16,1
25825,0,1,disloyal Customer,25,Business travel,Eco,1407,3,3,3,3,4,3,4,4,4,5,3,2,3,4,0,0,1
25828,0,1,disloyal Customer,54,Business travel,Eco,109,3,0,3,1,3,3,3,3,5,1,4,1,2,3,0,0,2
25839,1,1,disloyal Customer,47,Business travel,Business,397,4,4,4,3,5,4,5,5,5,5,5,4,4,5,0,0,2
25840,0,0,disloyal Customer,25,Business travel,Eco,125,2,0,2,4,2,2,2,2,2,4,2,5,3,2,0,0,2
25846,0,0,disloyal Customer,31,Business travel,Eco,946,2,2,2,3,2,2,2,2,4,3,4,2,4,2,0,0,4
25847,0,0,disloyal Customer,20,Business travel,Eco,491,4,0,5,2,3,5,3,3,4,3,4,4,5,3,0,23,2
25848,0,0,disloyal Customer,57,Business travel,Eco Plus,1371,2,2,2,4,1,2,1,1,3,3,3,4,3,1,2,1,1
25851,1,0,disloyal Customer,24,Business travel,Business,194,4,3,4,1,5,4,5,5,1,2,1,4,3,5,2,0,2
25865,1,0,disloyal Customer,27,Business travel,Eco,198,4,0,3,4,3,3,3,3,1,1,4,1,1,3,1,7,2
25867,0,1,disloyal Customer,45,Business travel,Business,570,3,3,3,1,5,3,5,5,3,2,5,4,5,5,0,0,4
25873,0,0,disloyal Customer,23,Business travel,Eco,1069,2,2,2,4,2,1,1,2,5,3,3,1,1,1,180,194,1
25875,0,1,disloyal Customer,48,Business travel,Business,212,4,4,4,3,4,4,2,4,4,4,4,5,4,4,0,0,2
25879,0,1,disloyal Customer,39,Business travel,Business,74,4,4,4,1,5,4,5,5,5,2,5,5,5,5,0,0,2
25885,0,0,disloyal Customer,24,Business travel,Eco,1157,2,2,2,3,3,2,3,3,3,1,2,2,3,3,10,0,1
25897,0,1,disloyal Customer,18,Business travel,Eco,691,1,1,1,1,1,3,3,4,1,3,4,3,5,3,315,297,4
25898,0,0,disloyal Customer,37,Business travel,Eco,668,1,3,1,4,2,1,2,2,1,1,3,1,3,2,0,0,4
25902,1,0,disloyal Customer,22,Business travel,Eco,667,0,3,0,2,4,3,4,4,3,4,4,3,5,4,2,0,4
25904,0,1,disloyal Customer,25,Business travel,Eco,1120,2,2,2,4,5,2,5,5,3,2,5,3,5,5,0,0,1
25909,0,1,disloyal Customer,26,Business travel,Business,271,2,0,2,3,2,2,5,1,4,3,4,5,1,5,113,203,2
25918,1,1,disloyal Customer,42,Business travel,Business,942,5,5,5,3,4,5,4,4,4,4,4,5,4,4,11,0,4
25927,0,0,disloyal Customer,29,Business travel,Eco,651,2,0,1,3,4,1,1,4,3,5,2,2,5,4,0,0,4
25929,0,0,disloyal Customer,24,Business travel,Eco,1235,3,3,3,2,1,3,1,1,3,2,5,5,4,1,0,0,1
25933,0,0,disloyal Customer,23,Business travel,Eco,842,1,1,1,1,1,1,5,1,5,5,4,4,5,1,0,0,4
25941,1,0,disloyal Customer,24,Business travel,Business,404,5,2,5,1,2,5,2,2,4,3,4,4,4,2,0,0,2
25949,0,1,disloyal Customer,15,Business travel,Eco,761,1,1,1,5,5,1,5,5,2,4,4,2,2,5,0,0,4
25950,1,0,disloyal Customer,10,Business travel,Eco,611,5,0,5,3,1,0,1,1,3,4,5,4,4,1,0,0,4
25956,0,0,disloyal Customer,35,Business travel,Business,1055,3,3,3,2,4,3,4,4,4,2,5,5,4,4,18,33,1
25957,1,1,disloyal Customer,22,Business travel,Business,189,4,0,3,4,3,3,3,3,4,5,4,4,4,3,15,10,2
25962,1,0,disloyal Customer,21,Business travel,Eco,190,4,5,4,3,5,4,5,5,1,5,1,3,1,5,0,1,2
25964,0,0,disloyal Customer,38,Business travel,Eco,427,1,0,0,3,0,5,4,3,5,4,4,4,2,4,179,178,2
25967,0,0,disloyal Customer,27,Business travel,Eco,1201,4,4,4,3,2,4,2,2,3,3,2,4,4,2,6,6,1
25981,0,0,disloyal Customer,26,Business travel,Business,888,1,1,1,4,4,1,1,4,3,4,5,5,5,4,0,0,4
25999,0,1,disloyal Customer,30,Business travel,Eco,302,2,5,2,5,4,2,4,4,5,2,1,3,2,4,0,0,2
26005,0,1,disloyal Customer,23,Business travel,Eco,1079,2,3,3,3,3,1,1,4,3,4,3,1,2,1,8,0,1
26025,0,1,disloyal Customer,18,Business travel,Eco,1072,3,3,3,3,3,3,4,3,5,5,1,5,5,3,6,0,1
26029,1,1,disloyal Customer,40,Business travel,Eco,152,5,0,5,4,2,5,2,2,4,5,3,3,4,2,0,0,2
26032,0,1,disloyal Customer,15,Business travel,Eco,756,2,2,2,3,1,2,1,1,3,3,4,3,5,1,5,1,4
26033,0,1,disloyal Customer,23,Business travel,Eco,2153,3,3,3,1,5,3,5,5,3,4,3,5,5,5,0,0,3
26038,0,1,disloyal Customer,27,Business travel,Business,409,2,2,2,1,1,2,1,1,3,2,5,4,4,1,0,1,2
26047,1,0,disloyal Customer,29,Business travel,Business,1012,4,4,4,2,2,4,5,2,4,5,5,5,4,2,0,4,1
26052,0,0,disloyal Customer,40,Business travel,Business,325,1,1,1,1,3,1,3,3,2,2,1,4,1,3,11,5,2
26055,0,0,disloyal Customer,30,Business travel,Business,1521,1,1,1,3,2,1,2,2,3,4,4,3,4,2,45,18,1
26056,0,0,disloyal Customer,30,Business travel,Eco,731,1,1,1,1,1,1,1,1,1,5,1,1,2,1,5,0,4
26057,0,0,disloyal Customer,37,Business travel,Eco,967,4,4,4,1,1,4,1,1,4,1,2,4,4,1,43,49,4
26058,0,1,disloyal Customer,35,Business travel,Eco,859,1,1,1,4,3,1,2,3,4,2,3,1,4,3,94,88,4
26064,1,1,disloyal Customer,20,Business travel,Business,563,4,2,4,1,3,4,3,3,4,4,4,5,4,3,0,0,4
26071,0,0,disloyal Customer,35,Business travel,Eco,1134,1,1,1,3,3,1,3,3,4,2,3,1,4,3,0,0,1
26073,0,1,disloyal Customer,39,Business travel,Eco,427,4,1,4,4,5,4,5,5,1,5,4,2,3,5,0,8,2
26074,0,0,disloyal Customer,28,Business travel,Business,1797,4,4,4,3,3,4,3,3,4,4,3,3,5,3,0,0,1
26075,0,0,disloyal Customer,23,Business travel,Eco,177,2,4,3,3,1,3,1,1,1,4,4,4,3,1,0,0,2
26077,1,0,disloyal Customer,23,Business travel,Eco,528,0,3,0,5,3,0,1,3,3,2,5,5,5,3,0,0,4
26082,0,0,disloyal Customer,32,Business travel,Business,808,4,4,4,4,5,4,5,5,5,2,4,4,4,5,33,23,4
26085,0,1,disloyal Customer,11,Business travel,Eco,802,3,2,2,4,1,2,1,1,4,1,3,3,1,1,6,0,4
26087,0,1,disloyal Customer,30,Business travel,Business,2176,1,1,1,4,5,1,1,5,4,3,5,4,5,5,15,3,3
26110,0,1,disloyal Customer,22,Business travel,Eco,370,1,1,1,3,2,1,2,2,1,4,3,1,4,2,5,0,2
26114,1,0,disloyal Customer,30,Business travel,Business,912,0,0,0,5,3,0,3,3,3,2,4,3,5,3,0,0,4
26116,0,1,disloyal Customer,15,Business travel,Eco,672,2,2,2,3,2,2,2,2,4,1,4,2,3,2,24,24,4
26130,0,1,disloyal Customer,33,Business travel,Eco,160,3,4,3,3,5,3,5,5,5,1,2,4,4,5,0,0,2
26133,1,0,disloyal Customer,54,Business travel,Eco,655,5,0,5,1,2,5,2,2,5,4,1,4,1,2,0,0,4
26136,0,0,disloyal Customer,44,Business travel,Business,307,2,2,2,4,4,2,1,4,3,2,5,5,5,4,0,3,2
26144,1,1,disloyal Customer,24,Business travel,Eco,859,4,4,4,2,2,4,2,2,3,5,5,2,5,2,0,0,4
26145,0,1,disloyal Customer,38,Business travel,Eco Plus,116,2,2,2,4,3,2,3,3,2,3,4,2,3,3,8,6,2
26162,1,1,disloyal Customer,27,Business travel,Business,1177,4,4,4,3,3,4,3,3,4,5,4,5,4,3,31,44,1
26165,0,1,disloyal Customer,63,Business travel,Business,106,3,4,4,5,3,3,5,3,5,5,5,5,4,3,0,0,2
26170,1,0,disloyal Customer,25,Business travel,Eco,472,4,0,4,5,3,4,3,3,3,4,3,2,2,3,0,0,2
26181,0,0,disloyal Customer,30,Business travel,Eco,837,1,1,1,3,5,1,2,5,2,1,4,4,3,5,0,0,4
26192,0,0,disloyal Customer,22,Business travel,Eco,507,2,0,3,2,3,3,3,3,4,4,4,5,4,3,0,0,2
26201,0,0,disloyal Customer,36,Business travel,Business,1182,2,2,2,3,4,2,4,4,5,2,5,4,5,4,20,6,1
26210,0,1,disloyal Customer,45,Business travel,Eco,649,1,4,1,3,5,1,5,5,4,2,3,2,3,5,0,0,4
26212,0,0,disloyal Customer,29,Business travel,Business,680,1,1,1,3,3,1,5,3,5,2,4,3,5,3,55,50,4
26218,0,0,disloyal Customer,30,Business travel,Business,999,3,3,3,2,5,3,1,5,3,5,5,5,5,5,3,0,1
26228,0,1,disloyal Customer,25,Business travel,Eco,847,2,2,2,2,1,2,1,1,5,5,5,3,5,1,0,10,4
26231,0,0,disloyal Customer,35,Business travel,Business,484,3,2,2,1,3,2,3,3,3,3,5,3,5,3,0,4,2
26237,0,1,disloyal Customer,41,Business travel,Eco,77,2,5,1,4,3,1,3,3,3,5,3,5,2,3,0,0,2
26241,0,0,disloyal Customer,33,Business travel,Eco,190,2,0,2,1,1,2,1,1,5,3,3,3,5,1,0,0,2
26243,0,0,disloyal Customer,27,Business travel,Eco,1074,1,1,1,3,4,1,4,4,1,3,2,4,3,4,47,35,1
26248,0,1,disloyal Customer,33,Business travel,Business,101,2,2,2,4,4,2,3,4,3,5,3,2,4,4,0,0,2
26258,0,1,disloyal Customer,29,Business travel,Business,647,2,1,1,2,5,1,4,5,5,3,4,3,4,5,12,9,4
26259,0,0,disloyal Customer,47,Business travel,Business,781,1,1,1,3,1,1,1,1,3,5,5,5,4,1,44,32,4
26267,0,1,disloyal Customer,37,Business travel,Business,1033,3,3,3,2,1,3,1,1,4,2,4,4,4,1,19,13,1
26274,1,0,disloyal Customer,23,Business travel,Business,335,5,5,5,3,1,5,1,1,3,5,5,5,4,1,3,30,2
26275,0,1,disloyal Customer,35,Business travel,Business,2586,1,1,1,2,1,5,5,5,2,4,5,5,3,5,33,22,3
26277,0,1,disloyal Customer,26,Business travel,Business,356,1,2,1,3,1,1,1,1,3,4,3,1,4,1,0,0,2
26279,0,0,disloyal Customer,25,Business travel,Eco,1069,1,1,1,3,1,3,3,4,1,4,4,3,3,3,113,136,1
26281,1,1,disloyal Customer,41,Business travel,Business,315,5,5,5,5,1,5,2,1,4,4,5,5,4,1,0,6,2
26306,1,0,disloyal Customer,23,Business travel,Business,255,0,3,0,3,5,0,5,5,4,2,4,5,4,5,4,6,2
26312,0,0,disloyal Customer,24,Business travel,Eco,796,3,3,3,1,1,3,1,1,4,2,3,4,5,1,8,1,4
26313,1,1,disloyal Customer,37,Business travel,Business,946,5,5,5,2,2,5,2,2,3,2,4,4,5,2,37,37,4
26315,0,0,disloyal Customer,20,Business travel,Business,213,3,3,3,3,4,3,4,4,1,5,2,2,3,4,10,11,2
26321,0,0,disloyal Customer,20,Business travel,Eco,641,1,3,0,2,2,0,2,2,2,4,1,3,5,2,17,16,4
26322,1,0,disloyal Customer,23,Business travel,Business,867,4,5,4,4,3,4,3,3,4,2,5,5,5,3,19,2,4
26323,0,1,disloyal Customer,36,Business travel,Eco,337,3,3,3,3,3,3,4,3,4,5,3,1,4,3,0,0,2
26330,0,0,disloyal Customer,44,Business travel,Eco,397,1,4,1,3,4,1,4,4,2,3,4,4,4,4,0,0,2
26333,0,0,disloyal Customer,25,Business travel,Eco,948,3,3,3,4,5,3,5,5,1,5,3,4,3,5,5,2,4
26349,0,1,disloyal Customer,24,Business travel,Eco,136,1,4,1,3,4,1,4,4,1,4,3,3,4,4,0,7,2
26364,0,0,disloyal Customer,48,Business travel,Eco,201,3,5,3,4,2,3,2,2,4,4,1,3,4,2,0,0,2
26365,0,0,disloyal Customer,29,Business travel,Eco Plus,1107,2,2,2,1,1,2,1,1,2,2,5,3,4,1,0,0,1
26367,0,0,disloyal Customer,24,Business travel,Eco,813,2,2,2,3,5,2,5,5,1,3,4,1,3,5,0,7,4
26371,1,1,disloyal Customer,25,Business travel,Eco,1440,5,0,0,3,5,5,5,5,3,4,4,5,5,5,16,34,1
26372,0,0,disloyal Customer,26,Business travel,Business,1214,1,1,1,2,4,1,4,4,4,2,4,4,5,4,0,0,1
26378,1,0,disloyal Customer,20,Business travel,Eco,563,0,0,0,5,5,0,5,5,2,3,1,3,2,5,0,0,4
26385,1,1,disloyal Customer,38,Business travel,Business,1269,5,5,5,5,2,5,2,2,3,2,4,5,5,2,8,3,1
26394,0,1,disloyal Customer,39,Business travel,Eco,196,3,1,3,4,5,3,5,5,1,1,4,3,3,5,0,0,2
26397,1,0,disloyal Customer,25,Business travel,Business,2077,5,0,5,3,2,5,2,2,4,2,4,5,4,2,0,0,3
26399,0,1,disloyal Customer,20,Business travel,Eco,305,4,0,4,1,4,4,4,4,2,2,4,3,2,4,0,0,2
26400,0,0,disloyal Customer,21,Business travel,Eco,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,4
26401,0,0,disloyal Customer,28,Business travel,Eco,1237,2,2,2,2,2,2,2,2,2,3,4,3,2,2,39,27,1
26406,1,0,disloyal Customer,54,Business travel,Eco,420,4,4,4,5,2,4,2,2,2,3,4,3,2,2,12,25,2
